task_id,repository_folder,code_path_precision,code_path_recall,code_path_f1,code_path_exact,api_path_precision,api_path_recall,api_path_f1,api_path_exact,pred_code_paths,gold_code_paths,pred_api_paths,gold_api_paths,parse_ok,runtime_error
usecase_v1_0139_path,adityagoyal222__django-lms,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,assignments/urls.py | assignments/views.py,README.md | assignments/urls.py | assignments/views.py | assignments/models.py,assignments/delete/<pk>,assignments/delete/<pk>,1,0
usecase_v1_0140_path,adityagoyal222__django-lms,1.0,0.75,0.8571,0,1.0,1.0,1.0,1,assignments/urls.py | assignments/views.py | assignments/forms.py,README.md | assignments/urls.py | assignments/views.py | assignments/forms.py,assignments/submit | assignments/submission/detail/<pk>,assignments/submit | assignments/submission/detail/<pk>,1,0
usecase_v1_0141_path,adityagoyal222__django-lms,1.0,0.25,0.4,0,1.0,1.0,1.0,1,assignments/views.py,README.md | assignments/urls.py | assignments/views.py | assignments/models.py,assignments/submission/delete/<pk>,assignments/submission/delete/<pk>,1,0
usecase_v1_0142_path,adityagoyal222__django-lms,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,assignments/views.py | assignments/forms.py,README.md | assignments/urls.py | assignments/views.py | assignments/forms.py,assignments/grade/<pk>,assignments/grade/<pk>,1,0
usecase_v1_0143_path,adityagoyal222__django-lms,1.0,0.75,0.8571,0,1.0,1.0,1.0,1,resources/urls.py | resources/views.py | resources/forms.py,README.md | resources/urls.py | resources/views.py | resources/forms.py,resources/create,resources/create,1,0
usecase_v1_0144_path,adityagoyal222__django-lms,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,resources/urls.py | resources/views.py,README.md | resources/urls.py | resources/views.py | resources/models.py,resources/delete/<pk>,resources/delete/<pk>,1,0
usecase_v1_0145_path,engripaye__library-management-system,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java,README.md | src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java | src/main/java/org/engripaye/librarymanagementsystem/model/Book.java,POST /api/books,POST /api/books,1,0
usecase_v1_0146_path,engripaye__library-management-system,1.0,0.6667,0.8,0,0.0,0.0,0.0,0,src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java,README.md | src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java,GET /api/books/search,GET /api/books,1,0
usecase_v1_0147_path,engripaye__library-management-system,1.0,0.75,0.8571,0,1.0,1.0,1.0,1,src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java | src/main/java/org/engripaye/librarymanagementsystem/repository/BookRepository.java,README.md | src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java | src/main/java/org/engripaye/librarymanagementsystem/repository/BookRepository.java,GET /api/books/search?search=...,GET /api/books/search?search=...,1,0
usecase_v1_0148_path,engripaye__library-management-system,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java,README.md | src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java,GET /api/books/{id},GET /api/books/{id},1,0
usecase_v1_0149_path,engripaye__library-management-system,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,src/main/java/org/engripaye/librarymanagementsystem/controller/UserController.java | src/main/java/org/engripaye/librarymanagementsystem/service/UserService.java,README.md | src/main/java/org/engripaye/librarymanagementsystem/controller/UserController.java | src/main/java/org/engripaye/librarymanagementsystem/service/UserService.java | src/main/java/org/engripaye/librarymanagementsystem/model/AppUser.java,POST /api/users,POST /api/users,1,0
usecase_v1_0150_path,engripaye__library-management-system,1.0,0.6667,0.8,0,0.3333,1.0,0.5,0,src/main/java/org/engripaye/librarymanagementsystem/controller/UserController.java | src/main/java/org/engripaye/librarymanagementsystem/service/UserService.java,README.md | src/main/java/org/engripaye/librarymanagementsystem/controller/UserController.java | src/main/java/org/engripaye/librarymanagementsystem/service/UserService.java,GET /api/users | POST /api/users | GET /api/users/{id},GET /api/users,1,0
usecase_v1_0151_path,engripaye__library-management-system,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,src/main/java/org/engripaye/librarymanagementsystem/controller/LoanController.java | src/main/java/org/engripaye/librarymanagementsystem/service/LoanService.java,README.md | src/main/java/org/engripaye/librarymanagementsystem/controller/LoanController.java | src/main/java/org/engripaye/librarymanagementsystem/service/LoanService.java | src/main/java/org/engripaye/librarymanagementsystem/dto/BorrowRequest.java,POST /api/loans/borrow,POST /api/loans/borrow,1,0
usecase_v1_0152_path,engripaye__library-management-system,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,src/main/java/org/engripaye/librarymanagementsystem/controller/LoanController.java | src/main/java/org/engripaye/librarymanagementsystem/service/LoanService.java,README.md | src/main/java/org/engripaye/librarymanagementsystem/controller/LoanController.java | src/main/java/org/engripaye/librarymanagementsystem/service/LoanService.java | src/main/java/org/engripaye/librarymanagementsystem/model/Loan.java,POST /api/loans/{loanId}/return,POST /api/loans/{loanId}/return,1,0
usecase_v1_0153_path,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1.0,0.75,0.8571,0,1.0,1.0,1.0,1,src/main/java/studentdbms/controller/StudentController.java | src/main/java/studentdbms/service/StudentService.java | src/main/java/studentdbms/entity/Student.java,README.md | src/main/java/studentdbms/controller/StudentController.java | src/main/java/studentdbms/service/StudentService.java | src/main/java/studentdbms/entity/Student.java,GET /students | GET /students/add | POST /students/save,GET /students | GET /students/add | POST /students/save,1,0
usecase_v1_0154_path,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1.0,0.75,0.8571,0,1.0,1.0,1.0,1,src/main/java/studentdbms/controller/CourseController.java | src/main/java/studentdbms/service/CourseService.java | src/main/java/studentdbms/entity/Course.java,README.md | src/main/java/studentdbms/controller/CourseController.java | src/main/java/studentdbms/service/CourseService.java | src/main/java/studentdbms/entity/Course.java,GET /courses | GET /courses/{id} | GET /courses/add | POST /courses/save,GET /courses | GET /courses/{id} | GET /courses/add | POST /courses/save,1,0
usecase_v1_0155_path,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1.0,1.0,1.0,1,0.75,1.0,0.8571,0,src/main/java/studentdbms/controller/StudentController.java | src/main/java/studentdbms/service/StudentService.java | src/main/java/studentdbms/entity/Student.java | src/main/java/studentdbms/entity/Course.java,src/main/java/studentdbms/controller/StudentController.java | src/main/java/studentdbms/service/StudentService.java | src/main/java/studentdbms/entity/Student.java | src/main/java/studentdbms/entity/Course.java,GET /students/{id}/courses | GET /students/{id}/addCourses | GET /students/{sid}/addCourse?cid=... | GET /students/{sid}/removeCourse?cid=...,GET /students/{id}/courses | GET /students/{id}/addCourses | GET /students/{sid}/addCourse?cid=...,1,0
usecase_v1_0156_path,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,src/main/java/studentdbms/controller/StudentController.java | src/main/java/studentdbms/service/StudentService.java,src/main/java/studentdbms/controller/StudentController.java | src/main/java/studentdbms/service/StudentService.java | src/main/java/studentdbms/entity/Student.java | src/main/java/studentdbms/entity/Course.java,GET /students/{sid}/removeCourse?cid=...,GET /students/{sid}/removeCourse?cid=...,1,0
usecase_v1_0157_path,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1.0,0.75,0.8571,0,1.0,1.0,1.0,1,src/main/java/studentdbms/controller/PassportController.java | src/main/java/studentdbms/service/PassportService.java | src/main/java/studentdbms/entity/Passport.java,README.md | src/main/java/studentdbms/controller/PassportController.java | src/main/java/studentdbms/service/PassportService.java | src/main/java/studentdbms/entity/Passport.java,GET /passports/add?id=... | POST /passports/save,GET /passports/add?id=... | POST /passports/save,1,0
usecase_v1_0158_path,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,src/main/java/studentdbms/controller/ReviewController.java | src/main/java/studentdbms/service/ReviewService.java,README.md | src/main/java/studentdbms/controller/ReviewController.java | src/main/java/studentdbms/service/ReviewService.java | src/main/java/studentdbms/entity/Review.java,GET /reviews/add?id=... | POST /reviews/save,GET /reviews/add?id=... | POST /reviews/save,1,0
usecase_v1_0159_path,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,src/main/java/studentdbms/controller/ReviewController.java | src/main/java/studentdbms/service/ReviewService.java,src/main/java/studentdbms/controller/ReviewController.java | src/main/java/studentdbms/service/ReviewService.java | src/main/java/studentdbms/entity/Review.java,GET /reviews/remove?id=...&cid=...,GET /reviews/remove?id=...&cid=...,1,0
usecase_v1_0160_path,mehmetpekdemir__Library-Management-System,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/BookController.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/service/BookService.java,README.md | src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/BookController.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/service/BookService.java,books | book/{id},books | book/{id},1,0
usecase_v1_0161_path,mehmetpekdemir__Library-Management-System,1.0,0.3333,0.5,0,1.0,1.0,1.0,1,src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/BookController.java,README.md | src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/BookController.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/service/BookService.java,searchBook,searchBook,1,0
usecase_v1_0162_path,mehmetpekdemir__Library-Management-System,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/BookController.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/service/BookService.java,README.md | src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/BookController.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/service/BookService.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/entity/Book.java,add | add-book,add | add-book,1,0
usecase_v1_0163_path,mehmetpekdemir__Library-Management-System,1.0,1.0,1.0,1,1.0,1.0,1.0,1,src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/BookController.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/service/BookService.java,src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/BookController.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/service/BookService.java,update/{id} | update-book/{id},update/{id} | update-book/{id},1,0
usecase_v1_0164_path,mehmetpekdemir__Library-Management-System,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/BookController.java,src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/BookController.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/service/BookService.java,remove-book/{id},remove-book/{id},1,0
usecase_v1_0165_path,mehmetpekdemir__Library-Management-System,1.0,0.75,0.8571,0,1.0,0.7143,0.8333,0,src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/AuthorController.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/service/AuthorService.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/entity/Author.java,README.md | src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/AuthorController.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/service/AuthorService.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/entity/Author.java,authors | author/{id} | add-author | update-author/{id} | remove-author/{id},authors | author/{id} | addAuthor | add-author | updateAuthor/{id} | update-author/{id} | remove-author/{id},1,0
usecase_v1_0166_path,mehmetpekdemir__Library-Management-System,1.0,0.75,0.8571,0,1.0,0.7143,0.8333,0,src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/CategoryController.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/service/CategoryService.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/entity/Category.java,README.md | src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/CategoryController.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/service/CategoryService.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/entity/Category.java,categories | category/{id} | add-category | update-category/{id} | remove-category/{id},categories | category/{id} | addCategory | add-category | updateCategory/{id} | update-category/{id} | remove-category/{id},1,0
usecase_v1_0167_path,mehmetpekdemir__Library-Management-System,1.0,0.75,0.8571,0,1.0,0.7143,0.8333,0,src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/PublisherController.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/service/PublisherService.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/entity/Publisher.java,README.md | src/main/java/com/mehmetpekdemir/librarymanagementsystem/controller/PublisherController.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/service/PublisherService.java | src/main/java/com/mehmetpekdemir/librarymanagementsystem/entity/Publisher.java,publishers | publisher/{id} | addPublisher | updatePublisher/{id} | remove-publisher/{id},publishers | publisher/{id} | addPublisher | add-publisher | updatePublisher/{id} | update-publisher/{id} | remove-publisher/{id},1,0
usecase_v1_0168_path,RameshMF__library-management-system,1.0,0.75,0.8571,0,1.0,0.8,0.8889,0,src/main/java/net/javaguides/lms/controller/BookController.java | src/main/java/net/javaguides/lms/service/BookService.java | src/main/java/net/javaguides/lms/entity/Book.java,README.md | src/main/java/net/javaguides/lms/controller/BookController.java | src/main/java/net/javaguides/lms/service/BookService.java | src/main/java/net/javaguides/lms/entity/Book.java,POST /api/books | PUT /api/books/{id} | GET /api/books/{id} | DELETE /api/books/{id},GET /api/books | GET /api/books/{id} | POST /api/books | PUT /api/books/{id} | DELETE /api/books/{id},1,0
usecase_v1_0169_path,RameshMF__library-management-system,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,src/main/java/net/javaguides/lms/controller/UserController.java | src/main/java/net/javaguides/lms/service/UserService.java,src/main/java/net/javaguides/lms/controller/UserController.java | src/main/java/net/javaguides/lms/service/UserService.java | src/main/java/net/javaguides/lms/entity/User.java,POST /api/users,POST /api/users,1,0
usecase_v1_0170_path,RameshMF__library-management-system,1.0,1.0,1.0,1,0.5,1.0,0.6667,0,src/main/java/net/javaguides/lms/controller/UserController.java | src/main/java/net/javaguides/lms/service/UserService.java,src/main/java/net/javaguides/lms/controller/UserController.java | src/main/java/net/javaguides/lms/service/UserService.java,GET /api/users | POST /api/users,GET /api/users,1,0
usecase_v1_0171_path,RameshMF__library-management-system,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,src/main/java/net/javaguides/lms/controller/BookController.java | src/main/java/net/javaguides/lms/service/BookService.java,src/main/java/net/javaguides/lms/controller/BookController.java | src/main/java/net/javaguides/lms/service/BookService.java | src/main/java/net/javaguides/lms/entity/Book.java | src/main/java/net/javaguides/lms/entity/User.java,POST /api/books/{bookId}/borrow/{userId},POST /api/books/{bookId}/borrow/{userId},1,0
usecase_v1_0172_path,RameshMF__library-management-system,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,src/main/java/net/javaguides/lms/controller/BookController.java | src/main/java/net/javaguides/lms/service/BookService.java,src/main/java/net/javaguides/lms/controller/BookController.java | src/main/java/net/javaguides/lms/service/BookService.java | src/main/java/net/javaguides/lms/entity/Book.java,POST /api/books/{bookId}/return,POST /api/books/{bookId}/return,1,0
usecase_v1_0173_path,RameshMF__library-management-system,1.0,1.0,1.0,1,0.0,0.0,0.0,0,src/main/java/net/javaguides/lms/controller/BookController.java | src/main/java/net/javaguides/lms/service/BookService.java,src/main/java/net/javaguides/lms/controller/BookController.java | src/main/java/net/javaguides/lms/service/BookService.java,POST /api/books/{bookId}/return,GET /api/books/{id},1,0
usecase_v1_0174_path,JacksonGao1999__StudentManagement,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,student-crud/src/main/java/com/qizegao/controller/StudentController.java | student-crud/src/main/java/com/qizegao/service/StudentService.java,README.md | student-crud/src/main/java/com/qizegao/controller/StudentController.java | student-crud/src/main/java/com/qizegao/service/StudentService.java | student-crud/src/main/java/com/qizegao/bean/Student.java,GET /stus,GET /stus,1,0
usecase_v1_0175_path,JacksonGao1999__StudentManagement,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,student-crud/src/main/java/com/qizegao/controller/StudentController.java,student-crud/src/main/java/com/qizegao/controller/StudentController.java | student-crud/src/main/java/com/qizegao/service/StudentService.java,GET /checkuser,GET /checkuser,1,0
usecase_v1_0176_path,JacksonGao1999__StudentManagement,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,student-crud/src/main/java/com/qizegao/controller/StudentController.java | student-crud/src/main/java/com/qizegao/service/StudentService.java,README.md | student-crud/src/main/java/com/qizegao/controller/StudentController.java | student-crud/src/main/java/com/qizegao/service/StudentService.java | student-crud/src/main/resources/mapper/StudentMapper.xml,POST /stu,POST /stu,1,0
usecase_v1_0177_path,JacksonGao1999__StudentManagement,1.0,0.6667,0.8,0,1.0,0.5,0.6667,0,student-crud/src/main/java/com/qizegao/controller/StudentController.java | student-crud/src/main/java/com/qizegao/service/StudentService.java,student-crud/src/main/java/com/qizegao/controller/StudentController.java | student-crud/src/main/java/com/qizegao/service/StudentService.java | student-crud/src/main/resources/mapper/StudentMapper.xml,PUT /stu/{stuId},GET /stu/{id} | PUT /stu/{stuId},1,0
usecase_v1_0178_path,JacksonGao1999__StudentManagement,1.0,0.6667,0.8,0,1.0,1.0,1.0,1,student-crud/src/main/java/com/qizegao/controller/StudentController.java | student-crud/src/main/java/com/qizegao/service/StudentService.java,student-crud/src/main/java/com/qizegao/controller/StudentController.java | student-crud/src/main/java/com/qizegao/service/StudentService.java | student-crud/src/main/resources/mapper/StudentMapper.xml,DELETE /stu/{ids},DELETE /stu/{ids},1,0
usecase_v1_0179_path,JacksonGao1999__StudentManagement,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,student-crud/src/main/java/com/qizegao/controller/DepartmentController.java | student-crud/src/main/java/com/qizegao/service/DepartmentService.java,student-crud/src/main/java/com/qizegao/controller/DepartmentController.java | student-crud/src/main/java/com/qizegao/service/DepartmentService.java | student-crud/src/main/java/com/qizegao/bean/Department.java | student-crud/src/main/resources/mapper/DepartmentMapper.xml,GET /depts,GET /depts,1,0
usecase_v1_0180_path,Asitha123__Java-Spring-boot-Student-Management-System,1.0,0.5,0.6667,0,1.0,1.0,1.0,1,student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java | student-management-system/src/main/java/com/studentmgr/service/StudentService.java,README.md | student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java | student-management-system/src/main/java/com/studentmgr/service/StudentService.java | student-management-system/src/main/java/com/studentmgr/model/Student.java,GET ,GET ,1,0
usecase_v1_0181_path,Asitha123__Java-Spring-boot-Student-Management-System,1.0,1.0,1.0,1,0.0,0.0,0.0,0,student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java | student-management-system/src/main/java/com/studentmgr/service/StudentService.java | student-management-system/src/main/java/com/studentmgr/model/Student.java,student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java | student-management-system/src/main/java/com/studentmgr/service/StudentService.java | student-management-system/src/main/java/com/studentmgr/model/Student.java,,GET /save?q=...,1,0
usecase_v1_0182_path,Asitha123__Java-Spring-boot-Student-Management-System,1.0,1.0,1.0,1,0.0,0.0,0.0,0,student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java | student-management-system/src/main/java/com/studentmgr/service/StudentService.java | student-management-system/src/main/java/com/studentmgr/model/Student.java,student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java | student-management-system/src/main/java/com/studentmgr/service/StudentService.java | student-management-system/src/main/java/com/studentmgr/model/Student.java,save,POST /save,1,0
usecase_v1_0183_path,Asitha123__Java-Spring-boot-Student-Management-System,1.0,0.3333,0.5,0,1.0,1.0,1.0,1,student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java,student-management-system/src/main/java/com/studentmgr/controller/TemplateController.java | student-management-system/src/main/java/com/studentmgr/service/StudentService.java | student-management-system/src/main/java/com/studentmgr/model/Student.java,GET /delete,GET /delete,1,0
